"","V1","V2"
"1",0.483580842093445,0.516419157906555
"2",0.486359866074237,0.513640133925763
"3",0.495966513537347,0.504033486462653
"4",0.605995429997917,0.394004570002083
"5",0.483362557835777,0.516637442164223
"6",0.483847689492925,0.516152310507074
"7",0.483369763263432,0.516630236736568
"8",0.484165691531633,0.515834308468367
"9",0.483063032205391,0.516936967794609
"10",0.483437479253033,0.516562520746967
"11",0.482936116372854,0.517063883627146
"12",0.480744070215142,0.519255929784858
"13",0.485173411831628,0.514826588168372
"14",0.487485360126847,0.512514639873153
"15",0.48451459541276,0.51548540458724
"16",0.483580842093445,0.516419157906555
"17",0.481954944146782,0.518045055853218
"18",0.483063032205391,0.516936967794609
"19",0.487562306368045,0.512437693631955
"20",0.483566408082774,0.516433591917225
"21",0.4856192206739,0.5143807793261
"22",0.38771858204553,0.61228141795447
"23",0.489129088665005,0.510870911334995
"24",0.48421708826306,0.51578291173694
"25",0.482644127778009,0.517355872221991
"26",0.483296253412474,0.516703746587526
"27",0.485257339695047,0.514742660304953
"28",0.483063032205391,0.516936967794609
"29",0.505729544128525,0.494270455871475
"30",0.331550956265872,0.668449043734128
"31",0.477695365368415,0.522304634631586
"32",0.483063032205391,0.516936967794609
"33",0.485742175284059,0.514257824715941
"34",0.485085766572577,0.514914233427423
"35",0.48361816090906,0.51638183909094
"36",0.485858631676479,0.514141368323521
"37",0.484118871061074,0.515881128938926
"38",0.487863763059886,0.512136236940114
"39",0.483091060757521,0.516908939242479
"40",0.483063032205391,0.516936967794609
"41",0.483063032205391,0.516936967794609
"42",0.489772269792329,0.510227730207671
"43",0.483063032205391,0.516936967794609
"44",0.483379995712413,0.516620004287587
"45",0.5181789848039,0.4818210151961
"46",0.485858631676479,0.514141368323521
"47",0.305413646979949,0.694586353020051
"48",0.483091060757521,0.516908939242479
"49",0.483580842093445,0.516419157906555
"50",0.485086401941827,0.514913598058173
"51",0.483477138235658,0.516522861764343
"52",0.482201036703215,0.517798963296785
"53",0.487224704794727,0.512775295205273
"54",0.482926195585339,0.517073804414661
"55",0.483063032205391,0.516936967794609
"56",0.488606045209692,0.511393954790308
"57",0.482371405676016,0.517628594323984
"58",0.28512628511319,0.71487371488681
"59",0.48361816090906,0.51638183909094
"60",0.482700628508409,0.517299371491591
"61",0.491214238473867,0.508785761526133
"62",0.485858631676479,0.514141368323521
"63",0.483580842093445,0.516419157906555
"64",0.484574156088437,0.515425843911563
"65",0.482472426562586,0.517527573437414
"66",0.483063032205391,0.516936967794609
"67",0.482587902354079,0.517412097645921
"68",0.486465536176709,0.513534463823291
"69",0.484691963357479,0.515308036642521
"70",0.489030810382131,0.510969189617869
"71",0.483063032205391,0.516936967794609
"72",0.483006766343632,0.516993233656368
"73",0.484216070939196,0.515783929060804
"74",0.48444671682948,0.51555328317052
"75",0.483141630991448,0.516858369008552
"76",0.482700990705679,0.517299009294321
"77",0.483580842093445,0.516419157906555
"78",0.483063032205391,0.516936967794609
"79",0.483185713057479,0.516814286942521
"80",0.484118871061074,0.515881128938926
"81",0.483580842093445,0.516419157906555
"82",0.484118871061074,0.515881128938926
"83",0.483063032205391,0.516936967794609
"84",0.482192909674577,0.517807090325423
"85",0.483063032205391,0.516936967794609
"86",0.482926195585339,0.517073804414661
"87",0.627704328082806,0.372295671917194
"88",0.286898204984288,0.713101795015712
"89",0.485228285390875,0.514771714609125
"90",0.484165691531633,0.515834308468367
"91",0.482926195585339,0.517073804414661
"92",0.489011091504526,0.510988908495474
"93",0.483185713057479,0.516814286942521
"94",0.483063032205391,0.516936967794609
"95",0.483063032205391,0.516936967794609
"96",0.479241760120523,0.520758239879477
"97",0.482979828787216,0.517020171212784
"98",0.483063032205391,0.516936967794609
"99",0.48396883493357,0.51603116506643
"100",0.483072706058566,0.516927293941434
"101",0.483063032205391,0.516936967794609
"102",0.481194138598614,0.518805861401386
"103",0.482951353331561,0.517048646668439
"104",0.483580842093445,0.516419157906555
"105",0.483063032205391,0.516936967794609
"106",0.483327712520574,0.516672287479426
"107",0.482658769831148,0.517341230168852
"108",0.485858631676479,0.514141368323521
"109",0.49678457048366,0.50321542951634
"110",0.483063032205391,0.516936967794609
"111",0.485257339695047,0.514742660304953
"112",0.490317984354911,0.509682015645089
"113",0.483580842093445,0.516419157906555
"114",0.487707220567007,0.512292779432993
"115",0.481636967613291,0.518363032386709
"116",0.484995107836664,0.515004892163336
"117",0.482284166906571,0.517715833093429
"118",0.483580842093445,0.516419157906555
"119",0.483063032205391,0.516936967794609
"120",0.483063032205391,0.516936967794609
"121",0.484210789825886,0.515789210174113
"122",0.485257339695047,0.514742660304953
"123",0.485352861608387,0.514647138391613
"124",0.483580842093445,0.516419157906555
"125",0.483063032205391,0.516936967794609
"126",0.482438795249163,0.517561204750837
"127",0.488113779708349,0.511886220291651
"128",0.483058914783323,0.516941085216677
"129",0.483063032205391,0.516936967794609
"130",0.482951353331561,0.517048646668439
"131",0.483063032205391,0.516936967794609
"132",0.486309404088436,0.513690595911564
"133",0.497789346870921,0.502210653129079
"134",0.484321014595141,0.515678985404859
"135",0.482951353331561,0.517048646668439
"136",0.495037679044348,0.504962320955652
"137",0.482700990705679,0.517299009294321
"138",0.485838217233192,0.514161782766808
"139",0.482934208366839,0.51706579163316
"140",0.484118871061074,0.515881128938926
"141",0.483063032205391,0.516936967794609
"142",0.483063032205391,0.516936967794609
"143",0.48648184459407,0.51351815540593
"144",0.483063032205391,0.516936967794609
"145",0.487460109529134,0.512539890470866
"146",0.483063032205391,0.516936967794609
"147",0.488486888427346,0.511513111572654
"148",0.482727030212778,0.517272969787222
"149",0.48278927171627,0.51721072828373
"150",0.484289714472018,0.515710285527982
"151",0.476755861448532,0.523244138551468
"152",0.488131957184168,0.511868042815832
"153",0.483471856467118,0.516528143532882
"154",0.487035874661652,0.512964125338348
"155",0.483580842093445,0.516419157906555
"156",0.48467755977688,0.51532244022312
"157",0.483091060757521,0.516908939242479
"158",0.483471856467118,0.516528143532882
"159",0.484925857062239,0.515074142937761
"160",0.483063032205391,0.516936967794609
"161",0.483195510129509,0.516804489870491
"162",0.483091060757521,0.516908939242479
"163",0.483063032205391,0.516936967794609
"164",0.482530762109052,0.517469237890948
"165",0.483580842093445,0.516419157906555
"166",0.485257339695047,0.514742660304953
"167",0.531139377903948,0.468860622096052
"168",0.485373241261327,0.514626758738673
"169",0.424135053367368,0.575864946632632
"170",0.484840658434524,0.515159341565476
"171",0.485858631676479,0.514141368323521
"172",0.483580842093445,0.516419157906555
"173",0.480622366855771,0.519377633144229
"174",0.504168366339825,0.495831633660176
"175",0.488855966434329,0.511144033565671
"176",0.483437479253033,0.516562520746967
"177",0.486484319095459,0.513515680904541
"178",0.483580842093445,0.516419157906555
"179",0.484995107836664,0.515004892163336
"180",0.481556936709579,0.518443063290421
"181",0.483437479253033,0.516562520746967
"182",0.476050668393894,0.523949331606106
"183",0.52510211621186,0.47489788378814
"184",0.483063032205391,0.516936967794609
"185",0.485257339695047,0.514742660304953
"186",0.485257339695047,0.514742660304953
"187",0.483539872893067,0.516460127106933
"188",0.483580842093445,0.516419157906555
"189",0.482677211241575,0.517322788758425
"190",0.488286308129158,0.511713691870842
"191",0.483063032205391,0.516936967794609
"192",0.483063032205391,0.516936967794609
"193",0.483321876751795,0.516678123248205
"194",0.484118871061074,0.515881128938926
"195",0.483580842093445,0.516419157906555
"196",0.483063032205391,0.516936967794609
"197",0.483437479253033,0.516562520746967
