"thing_author_id","key.event","comments_count","collection_count","downloads_count","files_count","thing_like_count","made_count","remix_count","remixed_froms_count","views_count","tags_count","design.strategy","ES1","ES2","ES3","ES4"
"Amsz010","3",0,10,112,2,7,2,0,0,585,6,"private",0,1,0,0
"amtra5","1",0,1,363,2,1,1,0,0,1915,0,"private",1,0,0,0
"Amuck","3",0,0,33,3,0,0,0,3,175,3,"free-riding",1,0,0,0
"amugu","3",0,0,12,1,0,0,0,0,65,0,"private",0,1,0,0
"amulis","3",0,0,15,1,0,0,0,1,74,1,"free-riding",0,1,0,0
"Amullen001","2",0,0,136,4,0,0,0,4,817,3,"free-riding",0,1,0,0
"Amurphy003","3",0,14,156,2,16,0,0,0,776,0,"private",0,1,0,0
"amurray101","3",0,0,12,1,0,0,0,1,74,1,"free-riding",0,1,0,0
"Amusablesphinx12","2",0,34,2395,38,25,2,1,5,10803,5,"blended",0.111111111111111,0.888888888888889,0,0
"amvbbdo","2",0,2,433,11,2,0,0,11,2090,9,"free-riding",0.428571428571429,0.571428571428571,0,0
"amvbbdo","3",0,2,32,2,1,0,0,2,191,2,"free-riding",0,1,0,0
"amvmilton","2",0,0,25,1,0,0,0,1,114,1,"free-riding",0,1,0,0
"amy7701","3",0,0,35,3,0,0,0,3,136,3,"free-riding",0,1,0,0
"amybuser","1",9,126,2905,12,119,6,0,1,9193,10,"blended",0.25,0.75,0,0
"amybuser","3",2,19,271,6,27,2,0,4,1772,1,"blended",0,1,0,0
"amyelliott","1",0,5,161,1,4,0,0,0,1168,1,"private",0,1,0,0
"amyelliott","2",0,12,170,1,8,0,0,1,1511,4,"free-riding",0,1,0,0
"amyelliott","3",2,19,88,2,8,0,0,0,561,0,"private",0,1,0,0
"amyelliottornl","2",0,0,95,3,0,0,0,3,385,3,"free-riding",0,1,0,0
"amyeve","2",0,0,123,2,0,0,0,2,577,0,"free-riding",0,1,0,0
"AmyHartman","2",0,0,106,2,1,0,0,2,504,2,"free-riding",0,1,0,0
"AmyHartman","3",0,0,28,1,0,0,0,1,178,1,"free-riding",1,0,0,0
"amyhurst","1",17,408,9325,28,345,44,12,1,28873,23,"blended",0.2,0.8,0,0
"AmyJ","3",0,0,61,7,0,0,0,7,332,7,"free-riding",0.333333333333333,0.666666666666667,0,0
"Amymccooe","2",0,0,151,7,0,0,0,0,276,0,"private",0,1,0,0
"amysaurusrex","2",0,1,264,11,1,0,0,11,1461,7,"free-riding",1,0,0,0
"amysaurusrex","3",3,0,216,15,1,0,0,15,902,13,"free-riding",0,1,0,0
"AMZs","1",0,86,1260,3,56,2,0,0,8405,5,"private",0,1,0,0
"An1ruddha","3",3,58,1065,6,31,0,0,0,6626,11,"private",0,1,0,0
"An4k1n","2",0,0,31,1,0,0,0,1,173,1,"free-riding",0,1,0,0
"AN6u5","2",0,2,67,1,2,0,0,0,867,0,"private",0,1,0,0
"ana0","3",0,9,159,4,9,0,0,0,701,5,"private",0,1,0,0
"anabris","1",0,0,96,1,0,0,0,0,502,0,"private",0,1,0,0
"anacom","3",0,0,11,1,0,0,0,1,75,1,"free-riding",0,1,0,0
"anacron","1",0,5,518,2,4,0,0,0,1303,7,"private",0,1,0,0
"anagono","3",0,0,111,7,0,0,0,7,533,7,"free-riding",0,1,0,0
"Anais25","2",6,28,3863,24,13,5,1,7,19339,49,"blended",0,1,0,0
"anakintf","3",0,5,323,15,7,0,0,4,1466,6,"blended",0.571428571428571,0.285714285714286,0,0.142857142857143
"AnalogKid","3",1,4,70,2,3,1,0,0,356,0,"private",0,1,0,0
"analy","3",0,0,5,1,0,0,0,1,23,1,"free-riding",0,1,0,0
"analyzer","2",2,26,448,7,28,0,0,4,4360,14,"blended",0,1,0,0
"analyzer","3",0,1,69,4,0,0,0,2,419,2,"blended",0,1,0,0
"anamarazzixd","3",0,9,87,1,9,0,0,0,504,11,"private",0,1,0,0
"anamaria","2",0,0,58,1,0,0,0,1,337,1,"free-riding",0,0,0,1
"anamarva","1",0,25,1757,8,29,3,1,4,6440,2,"free-riding",0,1,0,0
"anamarva","2",0,6,381,4,15,1,1,0,2824,6,"private",0,1,0,0
"anamarva","3",0,0,30,1,2,0,0,0,246,0,"private",0,1,0,0
"Anamorfosis","2",0,0,22,1,0,0,0,1,131,1,"free-riding",0,1,0,0
"ananci","3",0,43,318,7,27,0,0,0,1440,7,"private",0,1,0,0
"anandaregmi","3",0,0,11,2,0,0,0,2,101,1,"free-riding",0,1,0,0
"AnAndaVimAl","2",0,0,84,2,0,0,0,0,525,0,"private",1,0,0,0
"Anandromeda","1",9,294,5892,14,212,9,11,0,34094,14,"private",0,1,0,0
"Anandromeda","3",0,4,135,6,4,0,0,1,402,0,"free-riding",0,1,0,0
"Anappa","3",0,0,61,5,0,0,0,3,202,3,"free-riding",0,1,0,0
"Anar","1",16,83,2274,5,50,2,1,1,14920,14,"blended",1,0,0,0
"Anar","2",15,113,2425,51,96,2,0,3,13042,26,"blended",1,0,0,0
"Anar","3",3,21,367,6,39,0,1,2,2979,19,"blended",1,0,0,0
"anarchy187","3",0,0,20,1,0,0,0,1,88,1,"free-riding",0,1,0,0
"anarmyofnone","2",10,128,1100,9,70,4,2,2,7014,11,"blended",1,0,0,0
"anas","3",0,1,20,1,1,0,0,1,112,0,"free-riding",0,1,0,0
"anastasia","2",0,1,59,1,3,0,0,1,341,1,"free-riding",1,0,0,0
"AnastasiaG","2",1,20,140,1,19,0,0,0,1321,6,"private",0,1,0,0
"anat","1",6,26,1478,4,25,2,0,1,4355,16,"blended",0,0.5,0,0.5
"anat","2",2,18,2372,15,18,1,0,0,4466,3,"private",0,0.5,0,0.5
"Anatoly","2",0,0,52,1,0,0,0,1,197,1,"free-riding",0,1,0,0
"AnatomicFlack","2",0,0,40,1,0,0,0,0,336,2,"private",0,1,0,0
"AnatomicFlack","3",0,0,13,1,0,0,0,1,121,2,"free-riding",0,1,0,0
"AnaVazFerreira","3",0,0,8,1,0,0,0,1,77,1,"free-riding",0,1,0,0
"anaxyd","3",0,4,137,4,3,0,0,3,634,5,"blended",0.25,0.75,0,0
"anbeads69","2",0,0,70,3,0,0,0,3,404,2,"free-riding",0,1,0,0
"anbeads69","3",0,3,87,3,2,0,0,0,430,0,"private",0,1,0,0
"anber500","2",0,0,62,2,0,0,0,2,273,2,"free-riding",0,1,0,0
"ancastrog","1",26,393,7674,4,295,3,1,0,43396,8,"private",1,0,0,0
"ancastrog","2",0,46,105,1,31,0,0,0,1629,5,"private",1,0,0,0
"anchange","2",0,0,35,1,0,0,0,1,223,1,"free-riding",0,1,0,0
"anchor","3",0,1,19,1,0,0,0,1,73,1,"free-riding",0,1,0,0
"Anchoviesfishies","1",0,4,649,3,4,0,0,0,2163,1,"private",0.5,0,0,0.5
"anclrey","2",5,11,344,2,8,0,0,1,3979,1,"blended",0,0.5,0,0.5
"ancoco","3",0,1,57,1,3,0,0,0,692,0,"private",0,1,0,0
"ancooper","3",0,2,73,2,1,0,0,0,418,3,"private",0,1,0,0
"And","3",0,1,13,1,1,0,0,1,88,1,"free-riding",0,0,0,1
"andBeyond","2",0,0,71,1,0,0,0,1,1094,1,"free-riding",0,0,0,1
"andbia","2",0,2,71,1,2,0,0,0,474,0,"private",0,1,0,0
"andema","2",0,0,85,1,0,0,0,0,371,0,"private",0,1,0,0
"Anden86","2",0,0,31,1,0,0,0,1,133,1,"free-riding",0,1,0,0
"Anden86","3",0,0,30,1,0,0,0,1,253,0,"free-riding",1,0,0,0
"andenmand","2",0,0,32,1,0,0,0,1,219,0,"free-riding",0,1,0,0
"anderlmd","3",2,45,361,1,37,1,0,0,1569,6,"private",0,1,0,0
"Anders82","3",0,0,10,1,0,0,0,0,59,0,"private",0,1,0,0
"andersca","2",0,0,21,1,0,0,0,1,122,1,"free-riding",0,1,0,0
"AndersE","3",0,3,184,7,0,0,0,7,1008,4,"free-riding",0.4,0.6,0,0
"andershma","3",0,0,6,1,1,0,0,1,52,1,"free-riding",0,1,0,0
"andersonfiretools","3",0,0,17,1,2,0,0,1,172,1,"free-riding",1,0,0,0
"andersonmatt1125","2",1,9,336,6,17,0,0,1,1685,0,"free-riding",0,1,0,0
"Anderton101","2",0,5,249,4,10,1,0,0,1464,0,"private",0,1,0,0
"andesch","2",1,67,279,1,33,2,0,0,1942,4,"private",0,1,0,0
"andete","1",7,50,2106,10,32,0,0,1,3971,13,"blended",0,1,0,0
"andete","2",0,42,931,16,24,0,2,1,5442,10,"blended",0,0,0,1
"andfitti","3",0,1,21,1,0,0,0,1,123,1,"free-riding",0,1,0,0
"andfro","3",0,0,21,1,0,0,0,1,81,1,"free-riding",0,1,0,0
"andhag","3",5,316,1320,2,345,5,0,0,11851,8,"private",0,1,0,0
"andi1","3",0,4,111,4,1,0,0,0,497,6,"private",0,0,0,1
"andi1024","3",0,1,69,4,1,0,0,0,545,6,"private",0,1,0,0
"andiecandie","3",0,0,20,2,0,0,0,2,119,2,"free-riding",0,1,0,0
"andiwu","2",1,21,478,6,12,1,1,1,2605,10,"blended",0,1,0,0
"andjohn","2",0,0,121,2,0,0,0,0,688,6,"private",0,1,0,0
"andku85","3",0,2,157,5,2,0,0,0,699,0,"private",0,1,0,0
"andmac1012","2",0,0,49,1,1,0,0,0,280,0,"private",0,1,0,0
"andmerr","2",0,10,245,4,19,0,0,0,2206,0,"private",0,1,0,0
"andmerr","3",0,6,23,1,3,0,0,0,196,0,"private",1,0,0,0
"ando85","3",2,20,287,1,15,0,0,0,3226,3,"private",0,1,0,0
"andoni11111","3",1,2,36,2,2,0,0,0,526,0,"private",0,1,0,0
"Andr0id","1",17,222,5025,12,179,14,1,0,30762,31,"private",0.666666666666667,0.333333333333333,0,0
"Andr0id","2",0,0,66,1,0,0,0,1,425,1,"free-riding",1,0,0,0
"andranch","3",0,52,353,9,38,1,0,1,1981,0,"blended",0,1,0,0
"ANDRE007","2",0,2,39,1,2,0,0,1,195,1,"free-riding",1,0,0,0
"andre123aei","3",0,0,35,2,1,0,0,2,179,2,"free-riding",0,1,0,0
"andre1jr","2",3,18,613,8,19,0,0,4,3766,15,"blended",0,1,0,0
"andre1jr","3",0,1,12,1,0,0,0,1,83,1,"free-riding",1,0,0,0
"Andrea16Rom","3",0,0,47,1,0,0,0,0,239,0,"private",0,1,0,0
"andreaberi","3",0,0,19,1,0,0,0,1,116,1,"free-riding",1,0,0,0
"AndreaBruno","3",2,17,299,8,10,2,0,2,1812,18,"blended",0,1,0,0
"ANDREACOGITO","3",0,0,91,2,3,0,0,0,538,0,"private",0,1,0,0
"andreadannibale","3",0,0,20,3,0,0,0,3,136,3,"free-riding",0,1,0,0
"andreafriedman","2",0,0,29,1,0,0,0,0,126,0,"private",0,1,0,0
"AndreaLynn","2",0,3,125,1,4,0,4,0,995,9,"private",1,0,0,0
"andreamoz","3",0,0,20,2,0,0,0,2,84,2,"free-riding",0,1,0,0
"andreandel","3",0,0,81,5,0,0,0,5,337,4,"free-riding",0.333333333333333,0.666666666666667,0,0
"AndreaNido","3",0,0,9,1,0,0,0,1,63,1,"free-riding",0,1,0,0
"andrearimo","2",0,26,291,2,8,0,0,0,1040,0,"private",0,1,0,0
"andreas","1",115,1230,18777,38,1065,165,8,2,65192,72,"blended",1,0,0,0
"andreas","2",30,697,6191,2,536,77,2,0,84497,6,"private",0.5,0.5,0,0
"AndreasBastian","2",25,304,2483,12,356,15,0,0,18596,10,"private",0,1,0,0
"AndreasBastian","3",25,700,4933,5,691,13,1,1,28494,1,"blended",0,0,0,1
"AndreasBec","2",0,0,34,1,0,0,0,1,175,0,"free-riding",0,1,0,0
"AndreaSignoretto","3",3,13,111,2,11,0,0,0,1126,25,"private",0.5,0.5,0,0
"Andreasjul","3",0,0,20,1,0,0,0,1,79,1,"free-riding",0,1,0,0
"andreaskroll","2",0,0,56,2,0,0,0,2,305,2,"free-riding",0,1,0,0
"AndreasNe","2",9,129,1142,11,75,2,0,6,10830,16,"blended",0.142857142857143,0.857142857142857,0,0
"AndreasNe","3",3,20,304,7,11,0,0,0,2014,0,"private",1,0,0,0
"andreasritalang","3",0,0,8,1,0,0,0,1,65,1,"free-riding",0,1,0,0
"andreayres","2",0,0,157,5,0,0,0,5,797,3,"free-riding",0,1,0,0
"andreayres","3",0,1,76,8,0,0,0,8,429,6,"free-riding",0.166666666666667,0.833333333333333,0,0
"andreb07","3",0,0,9,1,0,0,0,1,41,1,"free-riding",0,1,0,0
"andrebstv","3",5,19,282,3,12,0,0,0,2205,1,"private",0,1,0,0
"andredavanz","3",0,0,30,3,0,0,0,3,161,2,"free-riding",0,1,0,0
"andredleal","3",0,1,49,1,1,0,0,1,247,1,"free-riding",0,1,0,0
"Andregendron84","3",0,0,16,1,0,0,0,1,108,1,"free-riding",0,1,0,0
"andregmintz","3",0,0,9,1,0,0,0,1,49,1,"free-riding",0,1,0,0
"andrei_socivoi","1",0,1,124,1,1,0,0,0,753,0,"private",0,0,0,1
"andrei_socivoi","3",0,2,116,3,2,0,0,0,629,0,"private",0,1,0,0
"andrei062","3",0,0,19,1,0,0,0,1,85,0,"free-riding",1,0,0,0
"andreighy1","2",0,1,26,1,1,0,0,1,141,1,"free-riding",0,1,0,0
"Andrekercke","2",0,1,29,1,0,0,0,1,171,0,"free-riding",0,1,0,0
"andrele","3",0,8,161,1,4,0,4,0,845,8,"private",0,1,0,0
"andrelf","2",6,127,1968,28,132,3,25,3,10130,8,"blended",0,0,0,1
"andrelf","3",2,163,2238,12,178,5,26,0,7729,5,"private",0,0,0,1
"andremanto","3",0,0,46,6,0,0,0,6,277,6,"free-riding",0,1,0,0
"andremarq","2",0,1,97,2,0,0,0,2,456,1,"free-riding",0.5,0.5,0,0
"AndrePostma","2",0,0,53,1,0,0,0,1,197,1,"free-riding",0,1,0,0
"andres_900","3",0,2,150,3,3,0,0,0,962,0,"private",0,1,0,0
"andres0721","3",0,0,36,4,0,0,0,4,222,4,"free-riding",0.5,0.5,0,0
"andres123d","3",0,2,67,3,0,0,0,0,509,6,"private",0,1,0,0
"andresbarrera","2",0,0,62,2,0,0,0,2,397,2,"free-riding",0,1,0,0
"andrescamarena","1",0,0,310,3,0,0,0,0,2498,0,"private",0,1,0,0
"andresmh99","3",0,0,19,1,0,0,0,1,68,0,"free-riding",0,1,0,0
"andresrg85","3",0,0,111,6,0,0,0,6,438,6,"free-riding",0,1,0,0
"andreus94","3",0,0,64,9,1,0,0,9,411,6,"free-riding",0.2,0.8,0,0
"Andrew-_-Fineman","3",0,0,152,10,2,0,0,9,744,6,"free-riding",0.125,0.75,0,0.125
"Andrew_Keson","1",1,27,1212,6,20,0,0,0,6534,22,"private",1,0,0,0
"Andrew_Keson","2",0,15,405,6,13,1,0,0,1928,0,"private",0.5,0.5,0,0
"Andrew_Keson","3",0,5,131,4,7,0,0,0,825,0,"private",0.5,0.5,0,0
"Andrew_Ryan","2",0,73,1373,16,32,0,0,0,9994,42,"private",0,1,0,0
"Andrew_Ryan","3",0,4,134,1,1,0,0,0,416,0,"private",0,1,0,0
"Andrew1618033","2",0,27,1471,12,21,1,1,4,13305,21,"blended",0,1,0,0
"Andrew1618033","3",1,1,55,1,0,0,0,1,667,0,"free-riding",0,1,0,0
"Andrew1978","2",0,12,356,3,14,0,0,0,2868,4,"private",0,1,0,0
"andrew270681","3",0,0,57,4,0,0,0,4,229,4,"free-riding",0,1,0,0
"Andrew2878","2",0,0,23,1,0,0,0,1,114,1,"free-riding",0,1,0,0
"AndrewAllen","1",0,10,416,2,7,1,0,0,1317,4,"private",0,1,0,0
"andrewar","1",18,190,5652,14,146,6,1,0,21458,60,"private",0,0.142857142857143,0,0.857142857142857
"andrewar","2",12,238,2802,17,162,3,4,2,16398,45,"blended",0.1,0.9,0,0
"andrewar","3",0,46,462,5,28,1,0,2,2682,21,"blended",0,1,0,0
"AndreWatkins33","3",0,0,5,1,0,0,0,1,36,1,"free-riding",0,1,0,0
"AndrewB","1",6,6,10,0,6,0,0,0,1020,1,"private",1,0,0,0
"andrewbarton","1",6,102,3897,12,66,4,8,0,39523,5,"private",0,1,0,0
"andrewbarton","2",2,72,2898,9,39,9,3,1,14681,10,"blended",0,1,0,0
"Andrewboral","3",0,0,84,7,0,0,0,3,204,3,"free-riding",0.666666666666667,0,0,0.333333333333333
"AndrewBuchinger","2",1,4,112,2,2,0,1,0,588,3,"private",0,1,0,0
"andrewbuie","3",0,8,71,1,6,0,0,0,345,0,"private",0,1,0,0
"andrewcarr102","3",0,0,23,1,0,0,0,1,107,1,"free-riding",0,1,0,0
"andrewchoi","3",0,0,131,12,0,0,0,12,733,10,"free-riding",0,1,0,0
"andrewcolombo96","1",5,164,1895,6,188,1,0,0,15941,1,"private",0,1,0,0
"andrewcolombo96","2",6,171,1282,6,123,1,0,0,11050,13,"private",0,1,0,0
"andrewcolombo96","3",0,0,16,1,0,0,0,1,56,1,"free-riding",0,1,0,0
"AndrewCool","3",0,0,19,1,0,0,0,1,120,1,"free-riding",1,0,0,0
"AndrewCraigie","1",7,127,7658,32,93,4,3,3,21502,19,"blended",0,1,0,0
"andrewdaw","2",0,0,93,3,0,0,0,0,191,0,"private",1,0,0,0
"andrewdlindsay","3",0,1,180,6,3,1,0,0,760,0,"private",0,1,0,0
"andrewdowdell","2",0,0,37,1,1,0,0,1,146,1,"free-riding",0,1,0,0
"AndrewDprint","3",0,0,24,2,0,0,0,2,108,2,"free-riding",0,1,0,0
"andrewfantastic","2",0,98,957,14,56,2,1,2,5028,11,"blended",0,1,0,0
"AndrewFromOz","3",0,0,115,6,0,0,0,6,379,0,"free-riding",0,1,0,0
"andrewfrueh","1",2,58,2182,7,53,5,1,0,7594,12,"private",0,1,0,0
"andrewfrueh","2",0,31,353,2,20,2,1,0,1668,8,"private",0,1,0,0
"andrewg132","3",0,0,7,1,0,0,0,1,42,1,"free-riding",0,1,0,0
"andrewhennessy","2",0,2,157,2,1,0,0,2,487,2,"free-riding",0,1,0,0
"andrewhitc","3",0,16,325,7,23,0,0,0,1052,0,"private",1,0,0,0
"andrewhood125","2",0,8,257,4,6,0,0,2,2348,22,"blended",0,1,0,0
"AndrewLawrence","2",0,0,19,1,0,0,0,1,98,1,"free-riding",0,1,0,0
"andrewlent2003","3",0,0,97,6,0,0,0,6,476,6,"free-riding",0.5,0.5,0,0
"andrewm1","3",0,0,15,1,0,0,0,1,70,1,"free-riding",0,1,0,0
"andrewmlapointe","2",0,0,31,1,0,0,0,1,146,1,"free-riding",0,1,0,0
"andrewn1","2",0,66,483,2,44,0,1011,0,4432,6,"private",0,1,0,0
"AndrewOG","3",0,0,86,5,0,0,0,5,410,4,"free-riding",0.5,0.5,0,0
"andrewpaulus","2",0,0,31,1,0,0,0,1,183,1,"free-riding",1,0,0,0
"andrewpclark","2",0,0,42,1,0,0,0,1,171,0,"free-riding",0,1,0,0
"AndrewRay","2",0,12,100,1,12,0,1,0,837,2,"private",0,1,0,0
"AndrewRothberg","2",0,16,685,12,18,0,0,12,4171,11,"free-riding",0,1,0,0
"AndrewRothberg","3",0,4,281,4,6,0,0,4,1234,3,"free-riding",0,1,0,0
"Andrews","1",0,3,131,1,3,0,0,0,837,6,"private",0,1,0,0
"andrewsharmon","1",2,35,566,2,30,0,0,0,4125,10,"private",0,1,0,0
"andrewsharmon","2",4,78,765,11,64,3,0,0,4079,4,"private",0.333333333333333,0.666666666666667,0,0
"andrewsharmon","3",21,125,527,5,188,1,0,0,11971,0,"private",0,1,0,0
"AndrewSleigh","1",2,44,2512,6,37,1,1,0,10021,6,"private",0,1,0,0
"andrewSORG","2",4,45,365,5,41,0,1,0,2287,15,"private",0,0.5,0,0.5
"andrewSORG","3",9,98,1109,8,117,4,0,0,5583,45,"private",1,0,0,0
"AndrewStaroscik","1",0,49,780,2,31,3,0,0,3816,9,"private",0,1,0,0
"AndrewStaroscik","2",7,269,3588,31,231,3,0,1,25728,42,"blended",0,1,0,0
"AndrewStaroscik","3",1,5,145,3,8,0,0,0,1553,3,"private",0,1,0,0
"AndrewT","2",0,5,162,2,3,0,0,0,1245,6,"private",0,1,0,0
"andrewthoman","3",0,0,27,2,0,0,0,2,92,0,"free-riding",0,1,0,0
"AndrewV","1",1,0,2550,15,0,0,0,0,11570,63,"private",0,1,0,0
"Andrewwheeler89","3",0,10,190,2,8,0,0,1,560,3,"blended",0,1,0,0
"AndrewZane","2",0,0,35,1,0,0,0,1,230,1,"free-riding",1,0,0,0
"AndrewZorn","2",4,191,814,4,124,8,0,0,3210,0,"private",0,1,0,0
"ANDREY","1",0,0,8,0,0,0,0,0,580,1,"private",1,0,0,0
"andreyivannikov","2",0,5,92,1,2,1,0,1,415,1,"free-riding",0,1,0,0
"andreykyz","3",0,35,648,11,31,0,0,3,3155,0,"blended",0,0.25,0,0.75
"andreynech","2",11,165,435,1,111,1,1,0,8153,4,"private",0,1,0,0
"AndreYoungblood","3",0,0,18,1,0,0,0,1,121,1,"free-riding",0,1,0,0
"AndreySe","3",0,0,57,2,0,0,0,1,411,1,"blended",0,1,0,0
"andreyvasilyev","2",1,16,239,2,12,0,0,0,1238,1,"private",0,0,0,1
"Andrico","2",0,5,1384,42,4,1,0,17,4331,19,"free-riding",0.0666666666666667,0.733333333333333,0,0.2
"Andrico","3",2,1,110,3,5,0,0,1,510,1,"blended",0,1,0,0
"andrii","3",0,9,593,9,17,0,1,0,2758,0,"private",0,1,0,0
"andris10","3",0,0,44,3,0,0,0,3,184,3,"free-riding",0.5,0.5,0,0
"andrius64","2",0,0,39,1,0,0,0,1,160,1,"free-riding",0,1,0,0
"android12r3","3",0,0,42,2,0,0,0,2,135,1,"free-riding",0,1,0,0
"android4life","3",0,0,21,1,0,0,0,1,71,1,"free-riding",0,1,0,0
"androidcooper","2",7,152,1086,3,107,2,0,1,19596,7,"blended",0.333333333333333,0.666666666666667,0,0
"androidcooper","3",2,1,58,1,1,0,0,0,567,4,"private",0,1,0,0
"andromedabots","2",0,8,64,1,2,0,0,0,465,0,"private",0,0,0,1
"andromodon","3",0,0,11,1,0,0,0,1,58,1,"free-riding",0,1,0,0
"andry19899","2",1,1,125,3,0,0,0,2,456,2,"free-riding",0,1,0,0
"andry19899","3",0,1,81,3,1,0,0,0,296,1,"private",0,1,0,0
"AndThenSome09","3",0,0,22,1,0,0,0,1,89,1,"free-riding",1,0,0,0
"andy-net","3",0,1,23,1,1,0,0,0,168,3,"private",0,1,0,0
"andy_c","3",0,0,18,1,0,0,0,1,102,1,"free-riding",0,1,0,0
"Andy_R","1",4,39,480,2,36,0,0,0,6401,4,"private",0,1,0,0
"Andy0x22a","2",0,1,88,2,0,0,0,1,615,1,"blended",0,1,0,0
"Andy1019","3",0,0,21,1,0,0,0,1,104,1,"free-riding",0,1,0,0
"Andy127","2",0,0,32,1,0,0,0,1,146,1,"free-riding",0,1,0,0
"andy1999ch","2",0,0,53,1,1,0,0,0,341,0,"private",0,0,0,1
"andy4l","2",0,0,30,1,0,0,0,1,259,1,"free-riding",0,0,0,1
"Andy4print","3",3,NA,NA,0,NA,NA,0,0,NA,0,"private",0,1,0,0
"andy814","2",0,0,52,2,0,0,0,2,332,1,"free-riding",0.5,0.5,0,0
"andyb","2",0,8,250,2,5,1,0,0,3002,0,"private",0,1,0,0
"andybarbet","3",0,1,67,7,0,0,0,7,436,7,"free-riding",0.25,0.75,0,0
"andybate","2",0,0,57,2,0,0,0,2,331,2,"free-riding",0.5,0.5,0,0
"AndyboyH","1",2,8,390,1,4,1,0,0,2754,7,"private",1,0,0,0
"AndyboyH","3",0,3,52,2,0,0,0,1,322,1,"blended",0,1,0,0
"andyc_nz","2",0,0,52,2,0,0,0,2,257,1,"free-riding",0.5,0.5,0,0
"andyc_nz","3",0,0,31,1,1,0,0,1,197,1,"free-riding",0,1,0,0
"Andyc123","3",0,0,70,3,1,0,0,2,411,4,"blended",0,1,0,0
"Andycap","3",31,354,3537,52,206,2,3,2,18828,63,"blended",0,1,0,0
"AndyCart","3",128,320,4101,81,193,6,4,2,25073,8,"blended",0.2,0.8,0,0
"Andychn","2",0,12,716,11,11,1,0,10,4135,8,"blended",0.428571428571429,0.571428571428571,0,0
"Andychn","3",4,53,504,13,40,1,0,3,2449,7,"blended",0,1,0,0
"AndyChuck","2",0,1,57,1,1,0,0,1,294,1,"free-riding",0,1,0,0
"andyfilms","3",0,10,84,1,10,1,0,0,606,4,"private",0,1,0,0
"andyfisk","3",0,0,85,4,2,0,0,4,304,4,"free-riding",0,1,0,0
"Andyfitz","2",0,0,29,1,0,0,0,1,125,1,"free-riding",0,1,0,0
"Andyfitz","3",0,0,25,1,0,0,0,1,130,1,"free-riding",0,1,0,0
"andyfun1988","3",0,10,273,8,6,0,0,0,1145,1,"private",1,0,0,0
"andyg","1",5,39,1949,9,34,0,0,0,3188,18,"private",1,0,0,0
"andyg366","2",0,0,56,2,0,0,0,2,326,2,"free-riding",0,1,0,0
"AndyGadget","3",4,176,1298,21,145,6,0,0,5936,25,"private",0,1,0,0
"andygock","2",2,58,1024,6,24,3,0,0,4380,31,"private",0,1,0,0
"Andygp4711","3",0,2,210,17,2,0,0,14,1006,11,"blended",0.142857142857143,0.714285714285714,0,0.142857142857143
"andyhall","1",1,0,170,1,0,0,0,0,741,0,"private",1,0,0,0
"andyhercer","1",0,13,893,3,8,0,0,0,2121,11,"private",0,1,0,0
"andyhercer","3",0,0,85,7,5,0,0,7,570,1,"free-riding",0.5,0.5,0,0
"AndyHorner","2",0,2,387,3,1,0,0,0,1394,1,"private",0,1,0,0
"andyjonwei","2",0,0,31,1,0,0,0,0,305,0,"private",0,1,0,0
"Andykun","3",0,0,40,2,0,0,0,2,147,2,"free-riding",0.5,0.5,0,0
"andyleap","3",0,19,544,7,12,0,19,1,1746,2,"free-riding",0,1,0,0
"andyleer","1",1,24,421,1,25,3,0,0,2497,5,"private",0,1,0,0
"andyleer","2",0,1,313,7,3,0,0,4,1685,4,"blended",0.2,0.8,0,0
"andyleer","3",1,16,362,8,16,0,0,1,2703,9,"blended",0.2,0.8,0,0
"andylewisart","3",0,0,20,3,0,0,0,3,87,1,"free-riding",0,1,0,0
"andyLo","3",0,0,59,4,0,0,0,1,50,1,"free-riding",0,1,0,0
"AndyManCan","1",11,110,2895,7,99,1,1,0,18037,71,"private",0,1,0,0
"andymartinez","3",0,0,13,1,0,0,0,1,103,1,"free-riding",0,1,0,0
"andymcrae","3",0,1,17,1,1,0,0,1,66,1,"free-riding",0,1,0,0
"Andymeister","3",2,81,807,14,58,1,0,0,3470,11,"private",0,1,0,0
"andymemo","3",0,27,230,4,23,0,0,0,2186,0,"private",0,1,0,0
"andympunkt","3",0,0,48,2,0,0,0,2,277,2,"free-riding",0,1,0,0
"andymuck","2",7,117,702,2,103,1,0,0,4382,14,"private",1,0,0,0
"AndyP","1",10,82,5890,26,72,4,3,9,21945,20,"blended",0.142857142857143,0.857142857142857,0,0
"AndyP","2",0,28,1028,16,25,1,0,9,4624,10,"free-riding",0.285714285714286,0.714285714285714,0,0
"AndyP","3",2,18,208,6,12,2,2,7,1378,4,"free-riding",0.2,0.8,0,0
"andypop","2",6,86,1432,8,73,1,1,5,5259,0,"free-riding",0,1,0,0
"andypop","3",0,2,133,3,5,0,0,1,512,0,"free-riding",0,1,0,0
"andyscatt","2",0,0,48,1,0,0,0,1,269,0,"free-riding",1,0,0,0
"andyschleck","3",0,0,70,3,0,0,0,3,280,3,"free-riding",0,1,0,0
"andyschmidt234","3",0,0,18,1,0,0,0,1,71,1,"free-riding",0,1,0,0
"andyseubert","1",0,23,612,8,15,0,0,0,3010,6,"private",0,1,0,0
"andyseubert","2",4,8,230,3,7,1,0,0,1500,0,"private",0,1,0,0
"Andysev","2",0,0,56,1,2,0,0,0,682,0,"private",0,1,0,0
