"thing_author_id","key.event","comments_count","collection_count","downloads_count","files_count","thing_like_count","made_count","remix_count","remixed_froms_count","views_count","tags_count","design.strategy","ES1","ES2","ES3","ES4"
"--colin--","3",0,0,39,2,0,0,0,2,155,2,"free-riding",0,1,0,0
"-daniel-","1",3,48,1565,10,40,1,0,0,5836,22,"private",0,1,0,0
"-Eddy-","2",4,77,1402,15,52,0,0,0,8132,69,"private",0.875,0.125,0,0
"-ray-","1",0,32,1193,2,17,5,2,0,7648,5,"private",0,1,0,0
"-soapy-","1",1,2,477,2,2,0,0,0,1077,1,"private",1,0,0,0
"___pepsi___","2",0,4,201,3,3,0,0,2,2174,1,"free-riding",0,1,0,0
"__red__","1",4,33,694,4,22,0,0,0,4163,0,"private",0,1,0,0
"__red__","2",0,1,190,3,0,0,0,0,719,0,"private",0,1,0,0
"__Synderz__","3",0,0,8,1,0,0,0,1,27,1,"free-riding",0,1,0,0
"_a6b8","2",0,0,98,2,1,0,0,0,641,0,"private",0,1,0,0
"_achim_","3",0,24,126,1,9,1,0,1,697,0,"free-riding",0,1,0,0
"_Adrian_","2",7,36,375,5,40,0,0,0,3415,11,"private",0,1,0,0
"_aron_","1",4,90,2683,10,76,0,0,1,7282,10,"blended",0,0.5,0,0.5
"_CONEJO","1",1,22,1938,10,18,2,0,0,5371,8,"private",0,1,0,0
"_CONEJO","2",2,10,1268,6,12,1,0,0,4098,9,"private",0,1,0,0
"_Cos_","2",0,0,56,2,0,0,0,2,295,1,"free-riding",1,0,0,0
"_crock","3",0,19,190,2,16,0,0,0,680,0,"private",0,1,0,0
"_jennyspark","2",0,0,27,1,0,0,0,1,141,1,"free-riding",0,1,0,0
"_k0b0ld_","2",0,6,352,10,8,0,0,5,1811,3,"blended",0,1,0,0
"_Kid_","2",0,47,293,3,26,0,0,1,3497,13,"blended",0.333333333333333,0.666666666666667,0,0
"_LewisA_","2",0,8,360,6,5,0,0,6,1446,2,"free-riding",0.333333333333333,0.666666666666667,0,0
"_mage_","1",3,36,1686,8,21,0,1,1,7259,2,"blended",0,1,0,0
"_Magno20_","2",5,65,2149,16,64,2,0,5,10340,22,"blended",0.125,0.875,0,0
"_rider4life_","3",0,NA,NA,0,NA,NA,0,0,NA,0,"private",0,1,0,0
"_ro_","1",0,6,857,4,5,0,0,0,2555,13,"private",1,0,0,0
"_Ron_","2",0,9,87,1,5,0,0,0,1371,8,"private",0,1,0,0
"_sa_","3",0,0,60,2,2,0,0,0,328,0,"private",0,1,0,0
"_VlakvarK_","2",0,0,171,5,0,0,0,5,954,5,"free-riding",0.5,0.5,0,0
"_VlakvarK_","3",0,0,8,1,0,0,0,1,48,1,"free-riding",1,0,0,0
"001FJ","3",0,70,521,18,32,0,0,0,2253,0,"private",0.25,0.75,0,0
"001tech","2",5,111,568,5,72,0,1,0,6624,0,"private",0,1,0,0
"001tech","3",2,40,167,2,48,1,0,0,1976,0,"private",0,1,0,0
"003sorensenc","2",0,0,38,1,0,0,0,1,172,0,"free-riding",0,1,0,0
"00sufs","2",0,6,480,9,14,0,0,0,1994,12,"private",0,1,0,0
"00sufs","3",0,70,578,6,47,1,0,0,2599,0,"private",0.333333333333333,0.666666666666667,0,0
"016sascha","2",0,1,60,2,0,0,0,2,360,2,"free-riding",0,1,0,0
"0311prints","3",2,0,72,6,0,0,0,3,181,2,"free-riding",0,1,0,0
"05brando","3",0,0,35,3,0,0,0,3,180,2,"free-riding",0,0.666666666666667,0,0.333333333333333
"05leftlj","2",0,20,543,12,22,0,0,8,2856,12,"free-riding",0.142857142857143,0.714285714285714,0,0.142857142857143
"05pittockmax","3",0,1,42,1,0,0,0,1,166,1,"free-riding",0,0,0,1
"05WHITES","3",0,0,16,1,0,0,0,1,53,1,"free-riding",0,1,0,0
"0giz","2",0,0,43,1,0,0,0,1,200,0,"free-riding",1,0,0,0
"0JackGreen0","3",0,26,256,11,15,0,0,7,1414,10,"blended",0,1,0,0
"0julio0","3",0,0,4,1,0,0,0,1,45,0,"free-riding",0,1,0,0
"0Pascal0","3",0,6,81,2,3,0,0,0,842,8,"private",0,1,0,0
"0perat0r","3",2,26,1176,34,13,0,0,1,7716,37,"blended",0,1,0,0
"0xDA_bit","2",0,0,244,6,0,0,0,6,1175,4,"free-riding",0,1,0,0
"0xPIT","2",8,245,2657,19,130,3,1,4,20041,12,"blended",0.777777777777778,0.111111111111111,0,0.111111111111111
"1-big-dog","2",0,1,48,1,0,0,0,1,198,1,"free-riding",0,1,0,0
"1-big-dog","3",0,0,40,2,0,0,0,2,171,2,"free-riding",0,1,0,0
"1_spike_1","2",2,37,193,2,10,1,0,0,1320,0,"private",0,1,0,0
"1000000000","1",0,6,351,3,6,1,0,0,1590,8,"private",0,1,0,0
"10000ukuleles","2",1,4,97,1,7,0,0,0,801,10,"private",0,1,0,0
"100056895","3",0,1,129,8,0,0,0,0,293,0,"private",0,1,0,0
"100ideas","3",0,0,24,1,1,0,0,1,110,0,"free-riding",0,1,0,0
"100km","2",0,0,37,1,0,0,0,1,260,1,"free-riding",0,1,0,0
"100rabh","2",7,118,1083,7,81,1,0,0,7398,1,"private",0,1,0,0
"10110417","3",2,7,41,2,10,0,0,0,246,0,"private",1,0,0,0
"1013","2",22,236,3091,30,163,7,3,7,24499,13,"free-riding",0,0,0,1
"1021916","3",0,1,18,2,0,0,0,2,163,1,"free-riding",0,1,0,0
"102Creations","2",0,8,117,2,8,0,0,0,1556,0,"private",0,1,0,0
"102Creations","3",10,269,2056,18,260,3,0,0,8379,30,"private",0,1,0,0
"1042henril","3",0,0,89,6,0,0,0,6,521,5,"free-riding",0,1,0,0
"1075575","3",0,0,18,2,0,0,0,2,80,1,"free-riding",0,1,0,0
"10FilipekM","1",2,1,728,4,1,0,0,0,3430,5,"private",0,1,0,0
"10FilipekM","2",1,41,1640,7,41,0,0,0,12040,31,"private",0,1,0,0
"10LGriffiths","3",0,0,18,1,0,0,0,1,74,0,"free-riding",0,1,0,0
"10mm","3",0,3,52,1,4,0,0,0,353,0,"private",0,1,0,0
"10moralesa","2",0,22,699,9,19,0,0,0,5283,5,"private",0,1,0,0
"10starjester","3",0,10,101,6,11,0,0,2,759,7,"blended",0,1,0,0
"10stewartj","2",1,13,685,11,9,0,0,0,4695,5,"private",0,1,0,0
"11_unai","3",0,0,6,1,0,0,0,1,25,1,"free-riding",0,1,0,0
"110","3",1,8,99,2,6,2,0,1,513,4,"free-riding",0,1,0,0
"1116","3",0,2,86,3,0,0,0,2,444,2,"blended",0,1,0,0
"111OCT111","1",2,20,1463,6,17,0,0,0,8119,13,"private",0,0,0,1
"111OCT111","2",4,59,840,4,39,1,0,4,14875,14,"free-riding",0,0.666666666666667,0,0.333333333333333
"112358fn","3",0,2,39,1,3,0,0,0,243,0,"private",0,1,0,0
"1125lbs","2",0,0,104,2,0,0,0,1,811,3,"free-riding",0,1,0,0
"1127045","2",0,0,56,1,0,0,0,0,484,1,"private",0,1,0,0
"1128537","2",0,1,104,2,3,0,0,0,720,0,"private",0,1,0,0
"1131820","3",0,0,35,3,0,0,0,3,187,3,"free-riding",0,1,0,0
"115","3",0,0,24,2,0,0,0,2,117,2,"free-riding",0,1,0,0
"1188019","3",0,0,41,3,0,0,0,3,210,3,"free-riding",0,1,0,0
"11AJ11","2",0,0,39,1,0,0,0,1,200,0,"free-riding",0,1,0,0
"12076","2",0,9,105,1,8,0,0,0,1433,0,"private",1,0,0,0
"1226473","2",0,0,52,1,0,0,0,0,397,0,"private",0,1,0,0
"12345urbana","1",0,0,324,1,1,0,0,0,1936,7,"private",0,1,0,0
"123DCatch","2",1,29,867,6,31,0,2,0,4648,10,"private",0,1,0,0
"123DCreature","2",6,209,2154,8,142,2,1,0,24775,30,"private",1,0,0,0
"123DDesign","2",1,74,849,7,53,1,0,0,9009,0,"private",0,1,0,0
"123yes1","3",0,1,22,3,0,0,0,3,192,1,"free-riding",0,1,0,0
"124","3",0,0,26,1,1,0,0,0,214,0,"private",0,1,0,0
"1247Robotics","3",4,14,771,15,7,2,2,2,3720,46,"blended",0,1,0,0
"127001","3",0,1,20,2,3,0,0,0,349,0,"private",0,0,0,1
"12afair","2",0,0,91,1,0,0,0,1,408,0,"free-riding",0,1,0,0
"12JHolden","3",0,0,20,1,0,0,0,1,113,1,"free-riding",0,1,0,0
"12meyer","1",4,39,368,1,35,0,0,0,1830,0,"private",1,0,0,0
"13102","3",0,2,10,1,1,0,0,1,74,1,"free-riding",0,1,0,0
"1326","3",0,0,45,1,0,0,0,1,121,1,"free-riding",0,1,0,0
"1337LGND","3",0,0,61,3,1,0,0,3,346,3,"free-riding",0,1,0,0
"13asilis","1",0,6,281,2,5,0,0,0,1375,0,"private",0,1,0,0
"13ensjamin","3",0,0,16,1,0,0,0,1,96,1,"free-riding",0,1,0,0
"13moonsago","2",2,35,195,1,23,0,0,0,1627,10,"private",1,0,0,0
"13natalie","3",0,1,41,1,1,0,0,0,278,0,"private",0,1,0,0
"13stoner20","2",0,0,57,2,0,0,0,2,214,2,"free-riding",0,1,0,0
"1457736","2",0,0,56,1,0,0,0,0,406,0,"private",0,1,0,0
"14cjohnson","3",0,1,50,2,2,0,0,1,410,2,"blended",0,1,0,0
"14dmcpherson","2",0,0,45,1,3,0,0,1,172,1,"free-riding",0,1,0,0
"14ercolinoa","2",0,0,239,6,0,0,0,0,1475,0,"private",0,1,0,0
"15AMathies","3",0,1,376,21,4,0,0,11,1116,10,"blended",0.5,0.5,0,0
"15jwils","3",0,0,36,1,0,0,0,1,111,0,"free-riding",0,1,0,0
"15kellers","2",0,0,199,5,0,0,0,0,1236,0,"private",0,1,0,0
"15PerezM","2",0,42,2717,16,42,1,0,1,10395,8,"blended",0.666666666666667,0.333333333333333,0,0
"15sciaccaj","2",0,0,50,2,0,0,0,0,214,0,"private",0,1,0,0
"15youh","2",1,1,325,9,1,0,0,0,1187,9,"private",0,1,0,0
"16807","3",0,18,75,1,14,0,1,0,516,2,"private",0,1,0,0
"169akh","2",0,6,176,5,4,0,0,0,687,1,"private",0,1,0,0
"16ccother","3",0,1,29,1,6,0,0,0,264,2,"private",0,1,0,0
"16jmears","3",0,0,47,2,0,0,0,2,177,2,"free-riding",0.5,0.5,0,0
"16jscho","3",0,0,13,1,0,0,0,1,82,1,"free-riding",0,1,0,0
"16Jscott21","3",0,0,15,1,0,0,0,1,47,1,"free-riding",0,1,0,0
"16kushnira","2",0,7,287,5,9,0,0,0,1768,0,"private",0,1,0,0
"16lauriac","2",0,0,129,5,0,0,0,0,246,0,"private",0,1,0,0
"16lewisa","2",0,0,288,6,3,0,0,0,1685,0,"private",0.333333333333333,0.666666666666667,0,0
"16marrj","3",0,0,19,2,0,0,0,2,111,1,"free-riding",0,1,0,0
"16mbrightwell","3",0,0,12,1,0,0,0,1,73,1,"free-riding",1,0,0,0
"16mpeterso","3",1,9,73,2,10,0,0,0,902,4,"private",0,1,0,0
"16talaricoj","2",0,2,394,10,3,0,0,0,2325,0,"private",0,1,0,0
"16tgrace","3",1,3,116,3,8,0,0,0,774,0,"private",0,1,0,0
"16tomlinsonj","2",0,0,45,1,0,0,0,1,183,0,"free-riding",1,0,0,0
"172heavy","2",0,1,88,1,1,0,0,0,1614,0,"private",0,1,0,0
"17acpatel","3",0,0,23,1,0,0,0,1,125,1,"free-riding",0,1,0,0
"17alarson","3",1,11,272,10,17,0,0,8,2513,9,"blended",0,1,0,0
"17BCother","3",1,13,481,22,14,0,0,14,2037,10,"free-riding",0.333333333333333,0.666666666666667,0,0
"17cetouted","2",0,5,171,4,4,0,0,0,747,0,"private",0,1,0,0
"17ChoiH","3",0,1,27,1,1,0,0,0,153,1,"private",0,1,0,0
"17CSheda","3",0,2,320,18,1,0,0,15,1479,16,"blended",0.166666666666667,0.833333333333333,0,0
"17ewolff","3",0,2,30,1,3,0,0,0,320,2,"private",0,1,0,0
"17msmith","3",0,2,115,6,1,0,0,6,594,6,"free-riding",0,0.666666666666667,0,0.333333333333333
"17otooleL","3",0,2,60,2,5,0,0,0,296,1,"private",0,1,0,0
"17tigalloway","3",1,0,28,3,0,0,0,2,178,2,"free-riding",0,1,0,0
"1802cruse","3",0,0,17,1,0,0,0,1,88,1,"free-riding",0,1,0,0
"18160","3",0,0,11,1,0,0,0,1,55,1,"free-riding",0,1,0,0
"187","3",0,0,78,7,0,0,0,7,564,4,"free-riding",0.25,0.75,0,0
"18asranid","2",0,0,23,1,0,0,0,1,134,1,"free-riding",0,1,0,0
"18elvese","3",0,6,260,11,12,0,0,0,1731,0,"private",0,1,0,0
"18ethbe","3",0,0,21,1,0,0,0,1,80,1,"free-riding",0,1,0,0
"18faubourg","2",0,0,549,10,0,0,0,0,3371,0,"private",0,1,0,0
"18milleni","3",0,3,46,1,3,0,0,0,313,0,"private",0,1,0,0
"19200baud","1",0,5,222,1,3,0,0,0,892,4,"private",0,1,0,0
"1964miked","2",0,12,222,4,7,0,0,0,1401,0,"private",0,1,0,0
"1986breeze","3",2,188,623,3,160,3,0,2,3155,1,"free-riding",0,1,0,0
"19jk19jk","3",0,3,214,9,0,0,0,7,1257,7,"free-riding",0.5,0.5,0,0
"19jrm","3",0,1,71,2,1,0,0,1,319,1,"blended",0.5,0.5,0,0
"19rms97","2",0,1,275,8,1,0,0,6,1136,7,"free-riding",0.2,0.8,0,0
"1a7md","3",0,0,21,2,0,0,0,2,90,2,"free-riding",0,1,0,0
"1auren","3",0,0,47,4,0,0,0,4,169,4,"free-riding",0,1,0,0
"1bdubbaby","2",0,1,67,1,0,0,0,0,521,0,"private",0,1,0,0
"1dolinski","3",0,1,23,2,1,0,0,2,226,1,"free-riding",0.5,0.5,0,0
"1egoman","3",0,4,76,4,0,0,0,0,387,3,"private",0,1,0,0
"1elice","2",0,0,34,1,0,0,0,1,206,1,"free-riding",0,1,0,0
"1ko","2",0,4,50,1,0,0,0,0,450,0,"private",0,1,0,0
"1lpfan","2",0,1,31,1,0,0,0,1,201,0,"free-riding",1,0,0,0
"1mbeliot","3",0,0,10,1,0,0,0,1,61,1,"free-riding",0,1,0,0
"1mikey77","3",3,76,248,6,60,0,0,0,1057,0,"private",0,1,0,0
"1Nick2Nick","3",0,0,37,2,0,0,0,2,180,1,"free-riding",0,1,0,0
"1nonlyjondo","3",0,0,49,5,0,0,0,5,328,3,"free-riding",0,1,0,0
"1oldclown","1",10,166,5279,35,137,4,0,0,28190,18,"private",0,1,0,0
"1oldclown","2",1,21,392,6,13,0,0,1,2301,1,"blended",0,1,0,0
"1piece","1",2,7,1528,8,5,0,1,2,4546,7,"free-riding",0,1,0,0
"1plus","3",0,18,167,6,14,0,0,0,1123,0,"private",0,1,0,0
"1Point","3",0,0,71,6,0,0,0,6,362,5,"free-riding",0,1,0,0
"1racheldo1","2",0,0,46,2,0,0,0,2,230,2,"free-riding",0,1,0,0
"1radboy","3",0,30,199,1,24,0,0,0,643,2,"private",1,0,0,0
"1Robomaker","1",8,110,1856,3,98,0,0,0,9244,12,"private",1,0,0,0
"1Robomaker","2",0,3,324,10,0,0,0,10,1979,9,"free-riding",0.25,0.75,0,0
"1Robomaker","3",0,0,28,2,1,0,0,2,141,1,"free-riding",0,1,0,0
"1Robot","3",0,8,254,7,4,0,0,0,1098,7,"private",0.333333333333333,0.666666666666667,0,0
"1signman","3",0,0,27,2,0,0,0,2,155,2,"free-riding",0,1,0,0
"1stage","3",6,6,127,5,4,1,0,2,713,0,"free-riding",0.5,0.5,0,0
"1stmistake","2",0,12,99,1,13,0,0,1,977,0,"free-riding",0,1,0,0
"1V4N","3",0,0,49,2,1,0,0,1,107,1,"free-riding",0,0,0,1
"1york1","1",6,76,877,2,71,3,0,1,5901,5,"blended",0,1,0,0
"2.2221177443e+011","2",3,213,2971,17,139,4,0,1,23308,7,"blended",0,1,0,0
"2.2221177443e+011","3",0,0,17,1,0,0,0,1,98,1,"free-riding",0,1,0,0
"201","2",0,0,181,5,0,0,0,5,954,4,"free-riding",0.25,0.75,0,0
"2012094","3",0,0,58,5,0,0,0,5,230,4,"free-riding",0,1,0,0
"2012rcampion","1",0,9,407,2,3,0,0,0,1698,11,"private",0,1,0,0
"2013-11-02 18:24:34 GMT","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0
"2013-11-02 18:24:34 GMT",NA,0,NA,0,57,1,1,0,0,0,339,"private",NA,NA,NA,NA
"20182020","3",0,0,27,2,0,0,0,2,126,1,"free-riding",0,1,0,0
"2020Snowbot","2",0,11,235,2,9,0,0,0,3093,13,"private",0,1,0,0
"20cpetersen","3",0,0,104,10,1,0,0,10,649,9,"free-riding",0.142857142857143,0.857142857142857,0,0
"20davisna","3",0,0,14,1,0,0,0,1,70,1,"free-riding",0,1,0,0
"20EEK01","3",0,0,10,1,0,0,0,1,49,1,"free-riding",0,1,0,0
"20legend","2",0,8,181,2,4,0,0,1,1133,6,"free-riding",0,1,0,0
"21acadias","3",0,0,25,3,0,0,0,0,121,0,"private",0,1,0,0
"21alexak","3",0,0,11,2,0,0,0,0,55,0,"private",0,1,0,0
"21alexam","3",0,0,7,1,0,0,0,0,38,0,"private",0,1,0,0
"21brittong","3",0,0,36,2,1,0,0,0,165,6,"private",0,1,0,0
"21catew","3",0,0,14,2,0,0,0,0,59,0,"private",0,1,0,0
"21charliet","3",0,0,6,1,0,0,0,0,21,0,"private",0,1,0,0
"21christoffelv","3",0,0,32,3,0,0,0,0,82,0,"private",0,1,0,0
"21emmat","3",0,0,4,1,0,0,0,0,25,0,"private",0,1,0,0
"21georgiag","3",0,0,6,1,0,0,0,0,42,0,"private",0,1,0,0
"21gwenr","3",0,0,9,1,0,0,0,0,37,0,"private",0,1,0,0
"21jacks","3",0,0,18,2,0,0,0,0,87,0,"private",0,1,0,0
"21jamesp","3",0,0,6,1,0,0,0,0,28,0,"private",0,1,0,0
"21julieng","3",0,0,5,1,0,0,0,0,21,0,"private",0,1,0,0
"21julieth","3",0,0,21,2,0,0,0,0,91,0,"private",0,1,0,0
"21kikik","3",0,0,12,2,0,0,0,0,65,0,"private",0,1,0,0
"21lilym","3",0,0,18,2,0,0,0,0,60,0,"private",0,1,0,0
"21lindsayo","3",0,0,19,2,0,0,0,0,104,0,"private",0,1,0,0
"21milest","3",0,0,17,2,0,0,0,0,72,0,"private",0,1,0,0
"21oliviac","3",0,0,17,2,0,0,0,0,174,0,"private",0,1,0,0
"21RACHELM","3",0,0,8,1,0,0,0,0,46,0,"private",0,1,0,0
"21reiw","3",0,0,4,1,0,0,0,0,25,0,"private",0,1,0,0
"21rubyh","3",0,0,7,1,0,0,0,0,21,0,"private",0,1,0,0
"21ruthannes","3",0,0,6,1,0,0,0,0,19,0,"private",0,1,0,0
"21sylvieg","3",0,0,21,2,0,0,0,0,65,0,"private",0,1,0,0
"21victors","3",0,0,6,1,0,0,0,0,18,0,"private",0,1,0,0
"21willems","3",0,0,21,2,0,0,0,0,80,0,"private",0,1,0,0
"21williamc","3",0,0,16,2,0,0,0,0,52,0,"private",0,0.5,0.5,0
"21yorih","3",0,0,20,2,0,0,0,0,94,0,"private",0,1,0,0
"220036838","3",0,0,27,2,0,0,0,2,160,2,"free-riding",0,1,0,0
"2205625","3",0,0,42,1,0,0,1,0,265,0,"private",0,1,0,0
"222","3",0,0,12,1,0,0,0,1,65,1,"free-riding",0,1,0,0
"2221121111","1",1,0,113,1,0,0,0,0,536,1,"private",0,1,0,0
"22minnis22","2",0,2,49,1,1,0,0,0,309,0,"private",0,1,0,0
"22minnis22","3",0,1,60,4,0,0,0,4,279,3,"free-riding",0.25,0.75,0,0
"234IO","2",0,2,283,8,0,0,0,8,1545,7,"free-riding",0.25,0.75,0,0
"23history","2",0,0,77,3,0,0,0,3,360,3,"free-riding",0,1,0,0
"23Meteor","1",10,289,3729,10,246,10,1,0,12832,18,"private",0,1,0,0
"24031874","2",0,0,204,6,0,0,0,5,885,5,"free-riding",0.25,0.75,0,0
"240sxing","3",0,1,67,2,4,0,0,0,323,0,"private",0,1,0,0
"24367dfa","2",1,28,425,5,23,0,1,1,3388,6,"blended",0.333333333333333,0.666666666666667,0,0
"246811","3",0,0,19,1,0,0,0,1,79,1,"free-riding",0,1,0,0
"24pe7","3",0,60,432,1,51,2,0,1,1256,4,"free-riding",0,1,0,0
"25120","3",0,0,20,1,0,0,0,1,137,1,"free-riding",0,1,0,0
"271828","2",41,1065,5442,17,647,20,2,1,29446,17,"blended",1,0,0,0
"271828","3",0,0,67,2,1,0,0,0,629,18,"private",1,0,0,0
"287625143","2",0,0,82,2,0,0,0,2,385,2,"free-riding",0,1,0,0
"2blimitless","3",0,0,48,2,0,0,0,2,137,2,"free-riding",0,1,0,0
"2Bzki","2",7,153,2432,12,103,4,1,0,9855,10,"private",0.6,0.4,0,0
"2Bzki","3",0,4,121,2,7,0,0,0,957,3,"private",0,1,0,0
"2dopeboyz","3",0,0,65,5,0,0,0,1,53,1,"free-riding",1,0,0,0
"2dots1symbol","3",0,0,57,3,0,0,0,3,309,3,"free-riding",0.5,0.5,0,0
"2Fast4U","2",0,9,227,4,8,1,0,0,1638,3,"private",0,1,0,0
"2Fast4U","3",0,30,125,2,23,0,4,4,898,23,"free-riding",0,1,0,0
"2HANDS","2",0,0,31,1,0,0,0,1,150,1,"free-riding",0,1,0,0
"2iso","2",0,2,73,2,3,0,0,2,380,2,"free-riding",1,0,0,0
"2knuckels","3",0,0,33,5,0,0,0,5,237,5,"free-riding",0.666666666666667,0.333333333333333,0,0
"2Light","3",1,2,71,1,10,0,0,0,283,0,"private",1,0,0,0
"2Mars","2",4,41,935,14,16,2,0,0,5133,5,"private",0,1,0,0
"2Mars","3",0,33,307,11,25,0,0,0,1805,27,"private",0.5,0.5,0,0
"2n2r5","2",58,991,6959,67,648,15,229,11,59232,110,"blended",0.0454545454545455,0.954545454545455,0,0
"2pooped","3",0,2,28,1,2,0,0,0,220,0,"private",0,0,0,1
"2reel","3",0,0,41,4,3,0,0,4,264,4,"free-riding",1,0,0,0
"2ROBOTGUY","1",238,NA,NA,202,NA,NA,24,9,NA,175,"blended",0,1,0,0
"2ROBOTGUY","2",0,28,1214,22,32,0,0,0,6784,0,"private",0,1,0,0
"2ROBOTGUY","3",5,69,1382,41,58,3,1,1,6914,62,"blended",0,1,0,0
"2sker","3",0,1,264,44,0,0,0,0,289,0,"private",0,1,0,0
"3-wymiary-druku","2",0,0,20,1,0,0,0,1,131,1,"free-riding",0,1,0,0
"3_DIM","3",0,0,17,1,0,0,0,1,79,1,"free-riding",0,1,0,0
"300dpi","1",3,15,591,1,13,0,0,0,3943,10,"private",1,0,0,0
"302680743","3",0,NA,NA,0,NA,NA,0,0,NA,0,"private",0,1,0,0
"3080","2",9,32,1004,16,33,0,0,0,3402,0,"private",0,1,0,0
"3080","3",0,11,181,3,9,0,0,0,1585,0,"private",0,1,0,0
"30Crackpot","3",0,0,7,1,0,0,0,1,37,1,"free-riding",0,1,0,0
"314159","2",2,78,600,8,41,0,0,0,2612,1,"private",0,1,0,0
"325000180","3",0,1,27,1,0,0,0,0,325,0,"private",0,1,0,0
"32Studios","3",0,2,99,2,4,0,0,0,569,8,"private",0,1,0,0
"358Eki","2",7,135,1584,6,103,0,1,0,11869,0,"private",0,1,0,0
"358Eki","3",0,38,496,9,29,0,0,2,2016,0,"blended",0,1,0,0
"35cmd35","3",0,0,13,1,0,0,0,1,95,1,"free-riding",0,1,0,0
"360linux","3",0,1,122,7,0,0,0,3,347,3,"free-riding",1,0,0,0
"365_Days_of_3d","3",1,16,359,6,11,0,0,0,2464,3,"private",0,1,0,0
"39817","2",0,0,31,1,0,0,0,1,188,0,"free-riding",0,1,0,0
"3alilo","3",0,0,48,2,0,0,0,2,193,2,"free-riding",0,1,0,0
"3BprintingUk","3",0,0,48,1,0,0,0,0,300,0,"private",0,1,0,0
"3bryceharper4","3",0,2,71,2,2,0,0,0,441,0,"private",0,1,0,0
"3D-ARES","2",0,0,14,0,0,0,0,0,478,0,"private",0,1,0,0
"3d-creator","3",1,6,246,2,9,0,0,2,846,0,"free-riding",0,1,0,0
"3d-decoratie","2",2,46,1201,2,24,3,1,0,6376,19,"private",0,1,0,0
"3D-Druck-Discount","2",0,8,171,2,7,0,0,0,3706,0,"private",0,1,0,0
"3D-Druck-Discount","3",1,32,211,6,37,0,0,0,2777,5,"private",0.5,0.5,0,0
"3d-ds","2",0,20,496,9,10,1,1,2,2152,10,"free-riding",1,0,0,0
"3d-ds","3",2,95,1160,31,72,1,0,0,7037,13,"private",1,0,0,0
"3D-FUN","2",1,0,102,2,1,0,0,0,432,0,"private",1,0,0,0
"3d-ibble","2",0,1,215,5,1,0,0,5,1045,4,"free-riding",0,1,0,0
"3d-ibble","3",0,0,29,2,0,0,0,2,120,2,"free-riding",0.5,0.5,0,0
"3d-manufaktur-seevetal","2",0,0,40,2,0,0,0,1,105,1,"free-riding",0,1,0,0
"3d-manufaktur-seevetal","3",0,0,34,2,0,0,0,2,197,2,"free-riding",0,1,0,0
"3D-ME","3",4,139,3193,21,79,10,3,3,9429,43,"blended",0,1,0,0
"3D-Pirate","2",1,2,57,1,7,0,0,0,894,0,"private",0,1,0,0
"3D_CC_design","2",23,761,9949,87,403,20,5,1,55777,58,"blended",0.0454545454545455,0.954545454545455,0,0
"3D_CC_design","3",16,87,1286,21,69,1,0,1,7228,26,"blended",0.111111111111111,0.888888888888889,0,0
"3d_guy","3",0,0,82,3,0,0,0,1,157,1,"free-riding",1,0,0,0
"3D_Kudu","2",15,88,952,11,53,2,0,1,7256,14,"blended",0,1,0,0
"3D_Kudu","3",9,47,738,18,19,0,0,1,3357,23,"blended",0,1,0,0
"3D_LabteK","2",4,180,1264,11,107,0,0,1,9627,1,"blended",0.6,0.4,0,0
"3D_LabteK","3",2,69,693,7,42,0,0,0,3534,3,"private",0,1,0,0
"3D_NUTS","2",7,28,496,4,22,0,1,2,5286,16,"blended",0,1,0,0
"3D_NUTS","3",0,1,54,2,0,0,0,2,260,1,"free-riding",0,1,0,0
"3D_SDSU","2",0,0,28,1,0,0,0,1,170,1,"free-riding",0,1,0,0
"3d_shiit","2",0,2,94,1,1,0,0,0,734,4,"private",0,1,0,0
"3d0g","2",4,87,766,7,42,5,1,0,6087,2,"private",0,1,0,0
"3d0g","3",5,29,798,9,36,1,0,1,4371,1,"blended",0,1,0,0
"3D101","3",0,8,116,7,4,0,0,2,617,6,"blended",0.333333333333333,0.333333333333333,0,0.333333333333333
"3D11170","3",0,0,11,1,0,0,0,1,45,1,"free-riding",1,0,0,0
"3D2k17","3",0,0,10,1,0,0,0,1,94,1,"private",0,1,0,0
"3d360","3",0,0,46,1,2,0,0,0,311,0,"private",0,1,0,0
"3d4edu","3",0,0,11,1,0,0,0,1,60,0,"free-riding",0,1,0,0
"3Dad","2",0,2,55,1,0,2,0,1,280,0,"free-riding",0,1,0,0
"3DandCO","3",0,0,20,1,1,0,0,1,103,1,"free-riding",0,1,0,0
"3DAndy","2",29,348,15294,275,275,3,12,23,33683,40,"blended",0,0.866666666666667,0,0.133333333333333
"3DAndy","3",8,13,287,7,5,1,0,1,1116,3,"free-riding",0,0,0,1
"3Danilo","3",0,0,45,2,1,0,0,0,250,0,"private",0,0,0,1
"3DArtZ","2",0,0,110,3,1,0,0,0,807,0,"private",1,0,0,0
"3DArtZ","3",0,59,383,4,33,0,0,0,2180,0,"private",1,0,0,0
"3daybreaker","1",13,61,2550,11,51,0,2,1,10039,14,"blended",0,1,0,0
"3daybreaker","2",26,228,4490,62,158,3,2,2,34175,53,"blended",0,1,0,0
"3daybreaker","3",14,106,1936,46,94,10,0,1,10992,40,"blended",0,1,0,0
"3dbibblan","2",0,3,1587,79,3,0,0,79,7930,52,"free-riding",0.3,0.7,0,0
